[00:00:02] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 3.01; DamageFactor: 3.01; Health: 17.9;  Old Health: 6.0; Default HP: 6.0
[00:03:13] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.2; DamageFactor: 3.2; Health: 68.2;  Old Health: 20.0; Default HP: 20.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 47.64;  Old Health: 20.0; Default HP: 20.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 3.01; DamageFactor: 3.01; Health: 30.099999999999998;  Old Health: 10.0; Default HP: 10.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 52.77;  Old Health: 20.0; Default HP: 20.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:14] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:15] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.21; DamageFactor: 3.21; Health: 70.36;  Old Health: 20.0; Default HP: 20.0
[00:03:15] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.21; DamageFactor: 3.21; Health: 64.2;  Old Health: 20.0; Default HP: 20.0
[00:03:15] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.91; DamageFactor: 2.91; Health: 45.54;  Old Health: 20.0; Default HP: 20.0
[00:03:15] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:15] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.11; DamageFactor: 3.11; Health: 62.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:15] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 3.01; DamageFactor: 3.01; Health: 60.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:16] [Server thread/INFO]: MBlGonza has made the advancement [Enchanter]
[00:03:16] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:16] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:17] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 3.0; DamageFactor: 3.0; Health: 30.0;  Old Health: 10.0; Default HP: 10.0
[00:03:17] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 3.0; DamageFactor: 3.0; Health: 30.0;  Old Health: 10.0; Default HP: 10.0
[00:03:17] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 3.0; DamageFactor: 3.0; Health: 32.79;  Old Health: 10.0; Default HP: 10.0
[00:03:18] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.0; DamageFactor: 3.0; Health: 43.58;  Old Health: 20.0; Default HP: 20.0
[00:03:18] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 3.01; DamageFactor: 3.01; Health: 48.16;  Old Health: 16.0; Default HP: 16.0
[00:03:18] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 63.11;  Old Health: 20.0; Default HP: 20.0
[00:03:18] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 62.0;  Old Health: 20.0; Default HP: 20.0
[00:03:18] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 3.01; DamageFactor: 3.01; Health: 18.06;  Old Health: 6.0; Default HP: 6.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 60.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 40.97;  Old Health: 20.0; Default HP: 20.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie_villager; HealthFactor: 3.01; DamageFactor: 3.01; Health: 60.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 3.01; DamageFactor: 3.01; Health: 48.16;  Old Health: 16.0; Default HP: 16.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 60.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 60.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:19] [Server thread/INFO]: [STDOUT]: minecraft:zombie_villager; HealthFactor: 3.01; DamageFactor: 3.01; Health: 60.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:22] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 3.0; DamageFactor: 3.0; Health: 18.0;  Old Health: 6.0; Default HP: 6.0
[00:03:22] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 3.0; DamageFactor: 3.0; Health: 16.27;  Old Health: 6.0; Default HP: 6.0
[00:03:22] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 3.0; DamageFactor: 3.0; Health: 16.29;  Old Health: 6.0; Default HP: 6.0
[00:03:23] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.91; DamageFactor: 2.91; Health: 58.2;  Old Health: 20.0; Default HP: 20.0
[00:03:23] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.91; DamageFactor: 2.91; Health: 58.2;  Old Health: 20.0; Default HP: 20.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 2.91; DamageFactor: 2.91; Health: 46.56;  Old Health: 16.0; Default HP: 16.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 60.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 60.199999999999996;  Old Health: 20.0; Default HP: 20.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 43.27;  Old Health: 20.0; Default HP: 20.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 56.89;  Old Health: 20.0; Default HP: 20.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 2.9; DamageFactor: 2.9; Health: 19.85;  Old Health: 10.0; Default HP: 10.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 2.9; DamageFactor: 2.9; Health: 29.0;  Old Health: 10.0; Default HP: 10.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 2.9; DamageFactor: 2.9; Health: 29.0;  Old Health: 10.0; Default HP: 10.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 79.32;  Old Health: 20.0; Default HP: 20.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.1; DamageFactor: 3.1; Health: 62.0;  Old Health: 20.0; Default HP: 20.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 3.01; DamageFactor: 3.01; Health: 18.06;  Old Health: 6.0; Default HP: 6.0
[00:03:24] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.91; DamageFactor: 2.91; Health: 40.1;  Old Health: 20.0; Default HP: 20.0
[00:03:25] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 2.91; DamageFactor: 2.91; Health: 17.46;  Old Health: 6.0; Default HP: 6.0
[00:03:25] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 2.91; DamageFactor: 2.91; Health: 17.46;  Old Health: 6.0; Default HP: 6.0
[00:03:25] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 2.91; DamageFactor: 2.91; Health: 17.46;  Old Health: 6.0; Default HP: 6.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 82.15;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.91; DamageFactor: 2.91; Health: 73.96;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.91; DamageFactor: 2.91; Health: 58.2;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.91; DamageFactor: 2.91; Health: 58.16;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 71.11;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:26] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 67.43;  Old Health: 20.0; Default HP: 20.0
[00:03:27] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.01; DamageFactor: 3.01; Health: 62.24;  Old Health: 20.0; Default HP: 20.0
[00:03:27] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 39.39;  Old Health: 20.0; Default HP: 20.0
[00:03:27] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 64.92;  Old Health: 20.0; Default HP: 20.0
[00:03:27] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.01; DamageFactor: 3.01; Health: 43.56;  Old Health: 20.0; Default HP: 20.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 3.0; DamageFactor: 3.0; Health: 30.0;  Old Health: 10.0; Default HP: 10.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 3.0; DamageFactor: 3.0; Health: 30.0;  Old Health: 10.0; Default HP: 10.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 3.0; DamageFactor: 3.0; Health: 30.0;  Old Health: 10.0; Default HP: 10.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:glow_squid; HealthFactor: 3.0; DamageFactor: 3.0; Health: 30.0;  Old Health: 10.0; Default HP: 10.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 2.9; DamageFactor: 2.9; Health: 29.0;  Old Health: 10.0; Default HP: 10.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 2.9; DamageFactor: 2.9; Health: 29.0;  Old Health: 10.0; Default HP: 10.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 2.9; DamageFactor: 2.9; Health: 29.0;  Old Health: 10.0; Default HP: 10.0
[00:03:28] [Server thread/INFO]: [STDOUT]: minecraft:squid; HealthFactor: 2.9; DamageFactor: 2.9; Health: 29.0;  Old Health: 10.0; Default HP: 10.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 2.91; DamageFactor: 2.91; Health: 58.2;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 63.17;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.01; DamageFactor: 3.01; Health: 73.61;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.01; DamageFactor: 3.01; Health: 76.51;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 62.0;  Old Health: 20.0; Default HP: 20.0
[00:03:29] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 3.0; DamageFactor: 3.0; Health: 60.0;  Old Health: 20.0; Default HP: 20.0
[00:03:30] [Server thread/INFO]: Mxrtinzzkw claimed a grave belonging to Mxrtinzzkw at 220, 98, -83, minecraft:overworld
[00:03:30] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.91; DamageFactor: 2.91; Health: 58.2;  Old Health: 20.0; Default HP: 20.0
[00:03:30] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.91; DamageFactor: 2.91; Health: 58.2;  Old Health: 20.0; Default HP: 20.0
[00:03:30] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 2.91; DamageFactor: 2.91; Health: 34.92;  Old Health: 12.0; Default HP: 12.0
[00:03:30] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 2.91; DamageFactor: 2.91; Health: 20.46;  Old Health: 6.0; Default HP: 6.0
[00:03:34] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 3.11; DamageFactor: 3.11; Health: 21.76;  Old Health: 6.0; Default HP: 6.0
[00:03:35] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 62.0;  Old Health: 20.0; Default HP: 20.0
[00:03:35] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 62.0;  Old Health: 20.0; Default HP: 20.0
[00:03:35] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 72.74;  Old Health: 20.0; Default HP: 20.0
[00:03:36] [Server thread/INFO]: [STDOUT]: minecraft:bat; HealthFactor: 3.0; DamageFactor: 3.0; Health: 17.9;  Old Health: 6.0; Default HP: 6.0
[00:03:38] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.91; DamageFactor: 2.91; Health: 72.57;  Old Health: 20.0; Default HP: 20.0
[00:03:39] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 2.9; DamageFactor: 2.9; Health: 66.14;  Old Health: 20.0; Default HP: 20.0
[00:03:39] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 2.91; DamageFactor: 2.91; Health: 58.2;  Old Health: 20.0; Default HP: 20.0
[00:03:39] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.0; DamageFactor: 3.0; Health: 79.82;  Old Health: 20.0; Default HP: 20.0
[00:03:40] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 2.9; DamageFactor: 2.9; Health: 54.56;  Old Health: 16.0; Default HP: 16.0
[00:03:40] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 2.9; DamageFactor: 2.9; Health: 46.4;  Old Health: 16.0; Default HP: 16.0
[00:03:40] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 54.56;  Old Health: 20.0; Default HP: 20.0
[00:03:40] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 48.38;  Old Health: 20.0; Default HP: 20.0
[00:03:41] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 62.0;  Old Health: 20.0; Default HP: 20.0
[00:03:41] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.2; DamageFactor: 3.2; Health: 64.0;  Old Health: 20.0; Default HP: 20.0
[00:03:41] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.2; DamageFactor: 3.2; Health: 53.09;  Old Health: 20.0; Default HP: 20.0
[00:03:42] [Server thread/INFO]: [STDOUT]: minecraft:salmon; HealthFactor: 2.9; DamageFactor: 2.9; Health: 8.7;  Old Health: 3.0; Default HP: 3.0
[00:03:42] [Server thread/INFO]: [STDOUT]: minecraft:salmon; HealthFactor: 2.9; DamageFactor: 2.9; Health: 7.79;  Old Health: 3.0; Default HP: 3.0
[00:03:42] [Server thread/INFO]: [STDOUT]: minecraft:spider; HealthFactor: 3.0; DamageFactor: 3.0; Health: 44.05;  Old Health: 16.0; Default HP: 16.0
[00:03:43] [Server thread/INFO]: [STDOUT]: minecraft:drowned; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:43] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:43] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 2.9; DamageFactor: 2.9; Health: 25.8;  Old Health: 12.0; Default HP: 12.0
[00:03:43] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 2.9; DamageFactor: 2.9; Health: 34.8;  Old Health: 12.0; Default HP: 12.0
[00:03:44] [Server thread/INFO]: [STDOUT]: minecraft:salmon; HealthFactor: 2.9; DamageFactor: 2.9; Health: 8.7;  Old Health: 3.0; Default HP: 3.0
[00:03:44] [Server thread/INFO]: [STDOUT]: minecraft:salmon; HealthFactor: 2.9; DamageFactor: 2.9; Health: 6.5;  Old Health: 3.0; Default HP: 3.0
[00:03:44] [Server thread/INFO]: [STDOUT]: minecraft:salmon; HealthFactor: 2.9; DamageFactor: 2.9; Health: 8.7;  Old Health: 3.0; Default HP: 3.0
[00:03:44] [Server thread/INFO]: [STDOUT]: minecraft:salmon; HealthFactor: 2.9; DamageFactor: 2.9; Health: 8.79;  Old Health: 3.0; Default HP: 3.0
[00:03:45] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:46] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.1; DamageFactor: 3.1; Health: 62.0;  Old Health: 20.0; Default HP: 20.0
[00:03:46] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.1; DamageFactor: 3.1; Health: 84.32;  Old Health: 20.0; Default HP: 20.0
[00:03:47] [Server thread/INFO]: [STDOUT]: minecraft:salmon; HealthFactor: 2.9; DamageFactor: 2.9; Health: 6.85;  Old Health: 3.0; Default HP: 3.0
[00:03:48] [Server thread/INFO]: [STDOUT]: minecraft:drowned; HealthFactor: 2.9; DamageFactor: 2.9; Health: 67.78;  Old Health: 20.0; Default HP: 20.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.0; DamageFactor: 3.0; Health: 75.52;  Old Health: 20.0; Default HP: 20.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.0; DamageFactor: 3.0; Health: 59.93;  Old Health: 20.0; Default HP: 20.0
[00:03:49] [Server thread/INFO]: [STDOUT]: minecraft:drowned; HealthFactor: 3.0; DamageFactor: 3.0; Health: 64.98;  Old Health: 20.0; Default HP: 20.0
[00:03:50] [Server thread/INFO]: [STDOUT]: minecraft:enderman; HealthFactor: 3.0; DamageFactor: 3.0; Health: 104.26;  Old Health: 40.0; Default HP: 40.0
[00:03:50] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 3.1; DamageFactor: 3.1; Health: 42.58;  Old Health: 12.0; Default HP: 12.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 2.9; DamageFactor: 2.9; Health: 34.8;  Old Health: 12.0; Default HP: 12.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 2.9; DamageFactor: 2.9; Health: 44.16;  Old Health: 12.0; Default HP: 12.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 2.9; DamageFactor: 2.9; Health: 37.76;  Old Health: 12.0; Default HP: 12.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 62.0;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 3.1; DamageFactor: 3.1; Health: 47.26;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 3.1; DamageFactor: 3.1; Health: 69.27;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.1; DamageFactor: 3.1; Health: 79.69;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:zombie; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.1; DamageFactor: 3.1; Health: 38.25;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 3.0; DamageFactor: 3.0; Health: 69.86;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 3.0; DamageFactor: 3.0; Health: 82.07;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:cave_spider; HealthFactor: 2.9; DamageFactor: 2.9; Health: 34.8;  Old Health: 12.0; Default HP: 12.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:skeleton; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
[00:03:51] [Server thread/INFO]: [STDOUT]: minecraft:creeper; HealthFactor: 2.9; DamageFactor: 2.9; Health: 58.0;  Old Health: 20.0; Default HP: 20.0
